,Auctions,Average unique bidders
6916,bosow,54.666666666666664
6917,uy0bv,9.0
6918,ri8ni,11.666666666666666
6919,6b40n,0.3333333333333333
6920,6eex2,0.6666666666666666
6921,xwq8k,1.3333333333333333
6922,ctsa9,0.6666666666666666
6923,zczrk,9.333333333333334
6924,jirjx,17.666666666666668
6925,zight,3.0
6926,t67pq,1.6666666666666667
6927,8hb9f,11.0
6928,s1p5d,0.3333333333333333
6929,hafvx,1.3333333333333333
6930,1ecki,0.3333333333333333
6931,1t3ak,1.0
6932,kp0sq,9.333333333333334
6933,uf4yq,2.0
6934,etewp,1.0
6935,xrr7d,1.0
6936,y600p,0.3333333333333333
6937,axbu6,2.0
6938,e3dci,1.0
6939,0tv6c,0.3333333333333333
6940,t9swn,3.6666666666666665
6941,pp4vx,47.0
6942,o925k,11.666666666666666
6943,o2k0o,2.3333333333333335
6944,8rnns,0.6666666666666666
6945,21ftm,0.3333333333333333
6946,u32s3,0.6666666666666666
6947,6pcmb,32.0
6948,ppv1i,5.333333333333333
6949,8v721,8.333333333333334
6950,ui9cm,8.333333333333334
6951,a15po,4.0
6952,uq7h6,1.3333333333333333
6953,t0h5r,11.0
6954,oxxz3,2.0
6955,al0se,0.6666666666666666
6956,er6wy,6.666666666666667
6957,i7jxa,7.666666666666667
6958,d670w,5.333333333333333
6959,pkcx0,65.33333333333333
6960,52y08,1.6666666666666667
6961,g5kcg,37.333333333333336
6962,bzs5d,0.3333333333333333
6963,8yfst,2.0
6964,64g26,0.3333333333333333
6965,0lyco,3.3333333333333335
6966,8irza,50.666666666666664
6967,bcyrw,0.3333333333333333
6968,iykxb,0.3333333333333333
6969,0o5h4,85.0
6970,gngtn,1.0
6971,tduy8,3.0
6972,ik9pz,0.3333333333333333
6973,i72rl,5.0
6974,th75b,1.6666666666666667
6975,ijreg,1.3333333333333333
6976,0d0r9,0.3333333333333333
6977,b223u,2.3333333333333335
6978,araqn,5.0
6979,b5bjm,0.3333333333333333
6980,cx4hn,1.3333333333333333
6981,vw1ba,92.66666666666667
6982,bo66p,0.6666666666666666
6983,94vjo,1.0
6984,3kc6m,4.0
6985,31rzb,10.333333333333334
6986,1xr8o,6.0
6987,84iqa,38.666666666666664
6988,pjx90,1.0
6989,8osdn,2.0
6990,plx6v,1.0
6991,qoryw,3.3333333333333335
6992,uqftw,19.0
6993,d88t3,1.0
6994,09s8u,10.0
6995,7njtq,0.3333333333333333
6996,tsl3w,0.3333333333333333
6997,zqflk,0.3333333333333333
6998,5c9dv,48.666666666666664
6999,w7d9i,3.0
7000,aavyr,4.333333333333333
7001,bstmq,99.0
7002,hn4ux,7.333333333333333
7003,gmfg9,3.6666666666666665
7004,355nm,1.0
7005,e5gr9,4.0
7006,7fajg,1.0
7007,4u5ks,32.0
7008,23saj,9.666666666666666
7009,lotaf,0.3333333333333333
7010,r3ras,0.3333333333333333
7011,wp5js,11.666666666666666
7012,ojbfm,33.666666666666664
7013,6efsn,25.0
7014,ie527,13.333333333333334
7015,hk2i2,31.333333333333332
7016,kl5ll,0.3333333333333333
7017,hvbts,1.3333333333333333
7018,l3y5x,15.333333333333334
7019,4pqp0,0.6666666666666666
7020,70je8,2.0
7021,72ps8,33.0
7022,fcpc4,13.666666666666666
7023,h20je,7.666666666666667
7024,hdv3t,4.333333333333333
7025,8shcs,1.0
7026,p0aro,8.333333333333334
7027,hm0vg,6.333333333333333
7028,svwdv,61.333333333333336
7029,zwxvz,12.333333333333334
7030,70gbq,0.6666666666666666
7031,hp0u7,9.333333333333334
7032,k7bre,0.3333333333333333
7033,mk48o,22.666666666666668
7034,mbtfi,1.0
7035,gq21o,6.666666666666667
7036,yk1ef,7.333333333333333
7037,u02dt,2.0
7038,mdp2m,7.333333333333333
7039,kz5ar,0.6666666666666666
7040,qhh4y,5.666666666666667
7041,nae4f,0.3333333333333333
7042,afa6z,3.6666666666666665
7043,a6nug,1.0
7044,6kcas,3.3333333333333335
7045,tmkzq,0.3333333333333333
7046,5a063,7.0
7047,baaul,11.0
7048,fr3kh,42.666666666666664
7049,14ib1,0.3333333333333333
7050,90dc3,1.3333333333333333
7051,ztc2q,0.6666666666666666
7052,ugnat,8.666666666666666
7053,4y4k9,54.333333333333336
7054,xfn1u,6.0
7055,bvxbf,6.333333333333333
7056,frqhn,4.333333333333333
7057,359n9,0.6666666666666666
7058,gve5e,4.333333333333333
7059,69q73,0.6666666666666666
7060,zstxa,1.3333333333333333
7061,bz8fc,1.0
7062,wmork,11.0
7063,8m7j2,1.6666666666666667
7064,y2nhs,0.6666666666666666
7065,1tksk,0.3333333333333333
7066,f73xv,0.3333333333333333
7067,3tlj6,1.6666666666666667
7068,a7s6g,11.0
7069,1fzui,21.0
7070,12a00,36.666666666666664
7071,kuqz7,0.3333333333333333
7072,31mto,1.3333333333333333
7073,ofcc3,2.0
7074,jaflz,5.0
7075,u37eu,0.6666666666666666
7076,51yzq,1.0
7077,rr7u1,0.6666666666666666
7078,g71p5,1.0
7079,329uw,2.6666666666666665
7080,i5hyq,3.6666666666666665
7081,bkat5,24.666666666666668
7082,3h0tb,9.0
7083,8bdxy,0.6666666666666666
7084,ykjy0,0.3333333333333333
7085,2qgt8,2.0
7086,rqvzp,1.6666666666666667
7087,pltrl,1.3333333333333333
7088,7dyd8,4.333333333333333
7089,as2t0,5.666666666666667
7090,zvdib,14.666666666666666
7091,hlvw6,32.666666666666664
7092,vsmcx,51.0
7093,awaff,4.333333333333333
7094,5izh7,10.0
7095,3rqqj,5.0
7096,g2gcs,0.6666666666666666
7097,hjdhr,12.666666666666666
7098,ioq3n,29.333333333333332
7099,w5uia,4.333333333333333
7100,0ymal,16.666666666666668
7101,owvgx,15.666666666666666
7102,za22o,0.3333333333333333
7103,s3u3o,24.333333333333332
7104,u5o7q,2.0
7105,3sofw,19.333333333333332
7106,sl557,2.3333333333333335
7107,u730k,1.0
7108,yhyyn,2.6666666666666665
7109,q9r0o,2.6666666666666665
7110,b7l5o,1.3333333333333333
7111,ok45p,4.333333333333333
7112,vpvff,1.0
7113,29ehm,4.333333333333333
7114,3p6tq,7.666666666666667
7115,k857u,0.3333333333333333
7116,6g4ov,2.6666666666666665
7117,g757o,1.0
7118,2lw8v,0.3333333333333333
7119,773zo,4.666666666666667
7120,3relj,11.0
7121,9xkhm,0.3333333333333333
7122,45aux,141.0
7123,2sce0,36.0
7124,2maxm,3.0
7125,p64m8,1.6666666666666667
7126,m5yvc,8.0
7127,y8mty,1.0
7128,3sbcw,8.0
7129,2ba7b,6.666666666666667
7130,79grc,1.0
7131,4hsk8,9.666666666666666
7132,b6rkw,0.6666666666666666
7133,n4ncn,0.3333333333333333
7134,0qol8,2.0
7135,m0apv,1.0
7136,j61j2,16.333333333333332
7137,sd48j,21.0
7138,getab,1.6666666666666667
7139,7mqxq,2.0
7140,v4pnb,1.3333333333333333
7141,5l77q,8.0
7142,5clh6,0.3333333333333333
7143,7toe4,0.6666666666666666
7144,rdayt,0.3333333333333333
7145,j64of,1.0
7146,ecnzj,3.3333333333333335
7147,3enx1,6.0
7148,upiqh,1.6666666666666667
7149,5sypj,0.3333333333333333
7150,vfys4,10.333333333333334
7151,i25c2,3.6666666666666665
7152,mf40s,0.3333333333333333
7153,ybqvc,1.0
7154,8ilvj,8.0
7155,lzvjx,0.3333333333333333
7156,xetgj,2.3333333333333335
7157,ad7p2,11.666666666666666
7158,pxd5k,14.333333333333334
7159,lqa0n,37.666666666666664
7160,gxzl1,38.0
7161,m1050,1.0
7162,13kbi,5.333333333333333
7163,l7tis,2.6666666666666665
7164,svjv0,2.3333333333333335
7165,njc4h,1.0
7166,c36nk,12.0
7167,72bor,5.666666666666667
7168,mf2za,6.333333333333333
7169,nj38w,0.6666666666666666
7170,icyyt,1.0
7171,3ufga,11.0
7172,ry16v,3.0
7173,izvae,5.333333333333333
7174,40otx,0.3333333333333333
7175,jpsan,22.333333333333332
7176,zuwi1,35.0
7177,8lf14,20.0
7178,bpyws,1.0
7179,t1tzy,94.66666666666667
7180,v5iao,9.0
7181,vk2v6,33.0
7182,zr91n,0.3333333333333333
7183,pks1a,0.6666666666666666
7184,lt2d7,1.3333333333333333
7185,1tmlz,2.0
7186,15bwj,1.0
7187,auxiv,0.6666666666666666
7188,jjf65,1.0
7189,lmwb6,4.333333333333333
7190,ksdqi,3.6666666666666665
7191,hyglv,0.3333333333333333
7192,o1u2i,11.333333333333334
7193,w9ybh,11.333333333333334
7194,noed2,5.666666666666667
7195,fdltv,1.0
7196,h4fxg,0.3333333333333333
7197,p2qqw,3.0
7198,n4e6l,3.3333333333333335
7199,8ay78,0.3333333333333333
7200,t1kr8,16.0
7201,yi1en,14.0
7202,squ39,3.0
7203,cv5rz,0.3333333333333333
7204,mr8g1,0.6666666666666666
7205,c3vpf,5.0
7206,dxd09,7.333333333333333
7207,qrfc2,38.666666666666664
7208,n31pe,0.3333333333333333
7209,25ms3,14.0
7210,qkojc,0.6666666666666666
7211,zxzic,9.333333333333334
7212,fb66k,5.0
7213,dgv69,2.0
7214,60iru,85.33333333333333
7215,37mhu,4.0
7216,5sd5g,0.3333333333333333
7217,g528r,6.0
7218,8udel,7.666666666666667
7219,j5nwj,1.0
7220,63gpe,5.666666666666667
7221,4eaj5,2.3333333333333335
7222,u57u5,0.3333333333333333
7223,eeyr9,0.3333333333333333
7224,xy2wc,0.6666666666666666
7225,99ims,5.333333333333333
7226,vdy18,1.0
7227,fhb8f,1.3333333333333333
7228,uxuyn,2.3333333333333335
7229,c0mx6,0.6666666666666666
7230,4xkjx,0.3333333333333333
7231,bz35i,7.333333333333333
7232,7uud8,88.33333333333333
7233,j5rxf,4.0
7234,8ztuj,6.666666666666667
7235,iisy5,2.6666666666666665
7236,lz308,1.0
7237,5n1ou,1.0
7238,k0obo,18.0
7239,raggt,4.0
7240,il1pv,7.333333333333333
7241,rs25i,8.666666666666666
7242,4tuo8,105.33333333333333
7243,l8kvn,9.333333333333334
7244,zznnc,0.3333333333333333
7245,8ch2b,1.3333333333333333
7246,339c7,11.333333333333334
7247,ghod8,5.0
7248,t6f2f,8.0
7249,mrvrw,3.0
7250,ycj2l,7.0
7251,sioto,8.0
7252,efn9j,13.333333333333334
7253,ufm04,5.333333333333333
7254,p62hb,0.6666666666666666
7255,k8aut,25.666666666666668
7256,1y2tm,3.0
7257,ullzv,2.0
7258,jvrue,1.0
7259,kv9go,0.3333333333333333
7260,1nzsh,17.333333333333332
7261,zhawd,2.0
7262,vq6mn,27.0
7263,oh4dz,0.6666666666666666
7264,su0d1,2.6666666666666665
7265,eoepa,1.6666666666666667
7266,khzva,0.3333333333333333
7267,arwkb,99.0
7268,9n3iu,5.333333333333333
7269,gp3qp,3.6666666666666665
7270,z0z2m,1.0
7271,t9958,5.333333333333333
7272,n2x9v,2.6666666666666665
7273,5ce9b,8.0
7274,70klo,49.666666666666664
7275,3osix,5.666666666666667
7276,vau3a,0.3333333333333333
7277,k9xeo,0.6666666666666666
7278,pc9ra,66.33333333333333
7279,2bpir,1.3333333333333333
7280,engg7,1.3333333333333333
7281,wy4qv,8.666666666666666
7282,ztzck,4.0
7283,sq2p7,1.3333333333333333
7284,hzbsl,2.3333333333333335
7285,0drlr,7.0
7286,5ls8m,1.3333333333333333
7287,nxakg,26.666666666666668
7288,526yn,1.0
7289,wex35,9.333333333333334
7290,82x8u,1.3333333333333333
7291,80o2j,2.0
7292,g2z0l,9.666666666666666
7293,a3u13,17.333333333333332
7294,stcte,2.3333333333333335
7295,sckf1,5.333333333333333
7296,s0mdq,0.3333333333333333
7297,xuy9y,1.3333333333333333
7298,du71y,3.6666666666666665
7299,kjlzx,10.0
7300,p98sh,3.3333333333333335
7301,viym9,0.6666666666666666
7302,tt9z6,39.666666666666664
7303,czhtz,1.0
7304,ghx5x,2.0
7305,xq21n,14.0
7306,r3dyc,3.0
7307,nfk20,0.6666666666666666
7308,dck52,1.3333333333333333
7309,gvbuv,1.0
7310,rbddi,86.33333333333333
7311,o80r1,0.3333333333333333
7312,loo2y,51.666666666666664
7313,frelq,31.666666666666668
7314,xfy1x,2.0
7315,x2j9z,2.3333333333333335
7316,a21to,3.0
7317,p8s17,2.3333333333333335
7318,ervpl,0.3333333333333333
7319,o9yiz,3.6666666666666665
7320,3yvj5,22.333333333333332
7321,jznpz,38.333333333333336
7322,kl6ld,1.3333333333333333
7323,7izba,11.333333333333334
7324,whiri,0.3333333333333333
7325,o96ff,37.666666666666664
7326,8lhtb,14.0
7327,4h4q7,8.0
7328,jfck2,0.6666666666666666
7329,bfen2,8.333333333333334
7330,l2368,6.666666666666667
7331,0z86u,1.6666666666666667
7332,tep1t,7.666666666666667
7333,zlh83,6.333333333333333
7334,68gco,9.666666666666666
7335,qyim4,1.0
7336,tubq7,0.6666666666666666
7337,2gk87,10.333333333333334
7338,7j5e5,0.3333333333333333
7339,tpdxh,0.3333333333333333
7340,z4i23,7.666666666666667
7341,4pyxr,27.666666666666668
7342,1ttjv,3.3333333333333335
7343,rz2aj,7.666666666666667
7344,md5ui,2.6666666666666665
7345,zt9y0,10.666666666666666
7346,9bjxd,4.333333333333333
7347,dp654,0.3333333333333333
7348,acpka,0.3333333333333333
7349,qo251,35.0
7350,9yu5m,1.0
7351,q18qg,2.3333333333333335
7352,pib86,5.333333333333333
7353,uhy72,0.3333333333333333
7354,kd8yk,68.66666666666667
7355,mx93y,1.3333333333333333
7356,tsqik,12.333333333333334
7357,welwp,15.0
7358,btpyy,111.33333333333333
7359,jygw8,22.333333333333332
7360,8w1pz,2.3333333333333335
7361,w6nlz,1.3333333333333333
7362,bgm6i,1.6666666666666667
7363,h2tiy,2.0
7364,67hkq,3.0
7365,0leyt,58.0
7366,9i0gc,1.0
7367,r39q4,0.3333333333333333
7368,ldp96,7.0
7369,r4hvf,39.0
7370,vghx0,4.666666666666667
7371,lsyi5,0.6666666666666666
7372,aco00,7.666666666666667
7373,51pn1,1.6666666666666667
7374,ens1h,2.3333333333333335
7375,xebep,6.0
7376,w6trf,4.0
7377,wk656,0.3333333333333333
7378,2f1l1,0.6666666666666666
7379,8mt5g,2.0
7380,bhuzo,0.3333333333333333
7381,t30q7,17.333333333333332
7382,gptxv,11.333333333333334
7383,ijzo9,5.333333333333333
7384,1phco,1.3333333333333333
7385,ogfrt,0.3333333333333333
7386,l5k8b,7.666666666666667
7387,kta48,0.3333333333333333
7388,pvkw8,0.3333333333333333
7389,n2xg9,2.6666666666666665
7390,f6526,14.0
7391,sj1lg,8.333333333333334
7392,h2yut,19.666666666666668
7393,sz8v4,20.0
7394,w5kg6,0.3333333333333333
7395,aixw7,8.333333333333334
7396,2rjsz,1.0
7397,v7rnn,5.333333333333333
7398,utqfr,8.0
7399,2l7wt,0.6666666666666666
7400,q5ovy,0.3333333333333333
7401,mj4fq,4.333333333333333
7402,gxqt7,2.0
7403,m90yu,1.6666666666666667
7404,mq27z,3.6666666666666665
7405,5lzzh,31.0
7406,6uyq0,0.3333333333333333
7407,tfwij,0.6666666666666666
7408,rzahy,14.666666666666666
7409,780kq,1.6666666666666667
7410,p3ac7,2.0
7411,i7jv2,3.0
7412,e82z0,3.6666666666666665
7413,3lpk7,8.666666666666666
7414,8hirt,0.3333333333333333
7415,6qiu5,5.0
7416,2gdou,4.333333333333333
7417,crfs0,0.6666666666666666
7418,k3u91,2.6666666666666665
7419,ugh0r,1.0
7420,l4ekg,3.6666666666666665
7421,7hkup,11.333333333333334
7422,ij4t2,0.3333333333333333
7423,m35o4,7.333333333333333
7424,ln43q,0.6666666666666666
7425,pd925,1.6666666666666667
7426,hft87,2.0
7427,i7nhw,49.666666666666664
7428,cm6xm,0.3333333333333333
7429,jymd1,0.3333333333333333
7430,iyb7n,4.0
7431,kpmm9,68.66666666666667
7432,89prq,6.0
7433,bmqdg,0.3333333333333333
7434,4beml,49.666666666666664
7435,rv0xt,0.3333333333333333
7436,rxldg,1.0
7437,ynawe,1.0
7438,g5wfv,7.333333333333333
7439,hzdkw,0.3333333333333333
7440,ed7tt,2.3333333333333335
7441,gb6x5,37.333333333333336
7442,upkga,1.6666666666666667
7443,zc1jc,3.6666666666666665
7444,86j57,1.0
7445,0x5b1,1.3333333333333333
7446,5e2hi,34.666666666666664
7447,m7scx,2.6666666666666665
7448,2chvc,6.666666666666667
7449,577fq,0.3333333333333333
7450,xtad5,5.666666666666667
7451,0cvcm,8.0
7452,0jwgc,45.666666666666664
7453,wp57x,95.0
7454,2l5hg,1.6666666666666667
7455,m7fq5,0.6666666666666666
7456,s8qe6,8.666666666666666
7457,jimqs,1.3333333333333333
7458,h8mfw,0.3333333333333333
7459,9g1pa,4.333333333333333
7460,166rq,2.3333333333333335
7461,b4nfx,10.333333333333334
7462,fmb09,0.3333333333333333
7463,g6vpc,10.0
7464,c9hjr,25.666666666666668
7465,k15l0,0.3333333333333333
7466,4ksf7,47.0
7467,zle48,1.6666666666666667
7468,bw3hz,0.6666666666666666
7469,npv7m,1.3333333333333333
7470,gjflm,1.6666666666666667
7471,qj82o,7.333333333333333
7472,vowc6,0.3333333333333333
7473,0pgqd,10.666666666666666
7474,w88bf,1.0
7475,8p4dr,1.6666666666666667
7476,z3eww,2.0
7477,l91um,14.0
7478,foo8f,36.0
7479,0ducj,6.0
7480,px1c4,0.3333333333333333
7481,zmsup,0.3333333333333333
7482,witf1,0.6666666666666666
7483,f7h7i,0.3333333333333333
7484,bp0g5,13.0
7485,d93aq,0.3333333333333333
7486,277d3,0.3333333333333333
7487,mmmhw,0.3333333333333333
7488,txm73,2.0
7489,vpapd,1.6666666666666667
7490,kxbhg,3.6666666666666665
7491,qgx89,2.6666666666666665
7492,9pqhn,1.6666666666666667
7493,3gbey,11.666666666666666
7494,7pvtx,3.6666666666666665
7495,b08hq,28.666666666666668
7496,z3f32,1.6666666666666667
7497,f7d2z,44.333333333333336
7498,h7y2q,14.666666666666666
7499,1iezy,3.0
7500,h6s97,0.6666666666666666
7501,c7w2w,54.333333333333336
7502,5t367,1.3333333333333333
7503,aupzt,1.0
7504,59hes,3.6666666666666665
7505,eo8ex,11.666666666666666
7506,0c07w,1.0
7507,dkp2m,0.3333333333333333
7508,o1a6d,3.0
7509,t6gle,1.3333333333333333
7510,7hwup,0.6666666666666666
7511,iu9id,27.0
7512,g00yk,1.0
7513,onkuh,3.3333333333333335
7514,4vvj9,0.3333333333333333
7515,7ds1a,20.0
7516,c251e,60.333333333333336
7517,8r4it,7.0
7518,wzpzu,1.0
7519,uru84,7.333333333333333
7520,6f7s2,6.666666666666667
7521,guasz,5.0
7522,tufg1,2.3333333333333335
7523,37qbm,4.666666666666667
7524,gx5iz,4.0
7525,wxyx1,7.666666666666667
7526,ckhvx,1.0
7527,7h968,8.0
7528,q6j27,7.666666666666667
7529,ya7jq,13.0
7530,2qhz3,1.6666666666666667
7531,cz87a,79.33333333333333
7532,8te57,2.6666666666666665
7533,9rkog,0.6666666666666666
7534,l2hax,0.3333333333333333
7535,ja9wm,0.3333333333333333
7536,0i6co,12.666666666666666
7537,4xiqp,2.6666666666666665
7538,nw777,12.333333333333334
7539,ccj94,4.333333333333333
7540,2d4mb,5.0
7541,kq5a1,0.6666666666666666
7542,f5zes,0.3333333333333333
7543,5m2x6,70.33333333333333
7544,q5k5m,0.3333333333333333
7545,q3w2k,0.3333333333333333
7546,pii8c,1.3333333333333333
7547,nqzer,0.3333333333333333
7548,osxox,1.6666666666666667
7549,j84o7,14.333333333333334
7550,f0xw6,2.3333333333333335
7551,hmv34,0.6666666666666666
7552,7w1th,0.3333333333333333
7553,5f0u7,0.3333333333333333
7554,xg577,1.6666666666666667
7555,3pkp5,3.0
7556,bntv4,3.3333333333333335
7557,aj8zv,0.3333333333333333
7558,9clqh,5.666666666666667
7559,cx6c0,0.3333333333333333
7560,z7yv8,1.3333333333333333
7561,e0ur9,3.3333333333333335
7562,md9h1,1.3333333333333333
7563,7bfmo,2.0
7564,j9vxy,18.333333333333332
7565,2ehot,1.6666666666666667
7566,8b2u4,17.666666666666668
7567,v6jlp,5.333333333333333
7568,ft7ml,2.6666666666666665
7569,hlcgo,1.3333333333333333
7570,tv6i8,3.6666666666666665
7571,jtna5,16.666666666666668
7572,a8nd1,5.666666666666667
7573,utg1t,20.0
7574,rcb25,34.333333333333336
7575,5piz1,7.0
7576,frk9t,3.6666666666666665
7577,6f5ef,1.6666666666666667
7578,wl9do,22.333333333333332
7579,n2oqv,19.666666666666668
7580,yxlg7,38.333333333333336
7581,unuiy,0.6666666666666666
7582,x8wr8,65.33333333333333
7583,ptfww,1.6666666666666667
7584,guuu9,0.3333333333333333
7585,5tz3u,0.3333333333333333
7586,ieepb,180.0
7587,12oyl,5.0
7588,taa8c,0.6666666666666666
7589,f5hff,1.0
7590,io0ck,3.0
7591,ctln6,0.3333333333333333
7592,qplak,2.3333333333333335
7593,0qe8p,19.666666666666668
7594,33t80,0.6666666666666666
7595,xotam,0.6666666666666666
7596,d8h54,3.0
7597,4skal,1.0
7598,i90nf,17.333333333333332
7599,orzm1,7.0
7600,dz85z,7.666666666666667
7601,ro7gn,2.6666666666666665
7602,owegg,2.0
7603,x743e,6.666666666666667
7604,u3t4s,49.0
7605,rrd2i,6.666666666666667
7606,fpb0o,0.6666666666666666
7607,9uw3p,2.6666666666666665
7608,00cwr,3.6666666666666665
7609,xogrk,13.0
7610,so4s7,1.6666666666666667
7611,2junn,0.3333333333333333
7612,s9dzm,0.6666666666666666
7613,c4oys,1.3333333333333333
7614,khazg,1.0
7615,rm15b,0.3333333333333333
7616,bdtc9,8.333333333333334
7617,5x157,2.6666666666666665
7618,x59l8,4.666666666666667
7619,ksv5s,0.3333333333333333
7620,0mdgt,22.0
7621,cnvwg,1.6666666666666667
7622,3wbyr,1.0
7623,ic4on,0.3333333333333333
7624,jxtte,0.6666666666666666
7625,glhqd,15.666666666666666
7626,782at,0.6666666666666666
7627,0y9rw,1.0
7628,u2kex,1.0
7629,fb9sv,8.0
7630,vfw0q,1.0
7631,3hgtx,28.0
7632,xpydo,6.666666666666667
7633,2wh41,0.3333333333333333
7634,7m9q3,7.0
7635,gst86,192.0
7636,im0pv,0.3333333333333333
7637,c11o6,1.6666666666666667
7638,f8lo8,16.666666666666668
7639,plwxv,5.666666666666667
7640,fvcj8,0.6666666666666666
7641,v1nkh,2.6666666666666665
7642,yd7z6,1.3333333333333333
7643,mskf1,2.3333333333333335
7644,wtbd4,0.6666666666666666
7645,drr8h,1.6666666666666667
7646,dccwy,0.6666666666666666
7647,c1nex,32.333333333333336
7648,v3cjg,5.666666666666667
7649,futo1,16.666666666666668
7650,upha7,3.3333333333333335
7651,xe906,24.333333333333332
7652,xbcyd,1.6666666666666667
7653,j2wok,1.3333333333333333
7654,use6s,21.333333333333332
7655,bnssm,1.0
7656,06dre,37.0
7657,q1ax5,17.333333333333332
7658,smu00,2.3333333333333335
7659,lbydr,3.0
7660,7x2u5,2.0
7661,gss7o,17.333333333333332
7662,xcj33,0.3333333333333333
7663,e7fur,4.0
7664,46629,0.3333333333333333
7665,65pjf,8.666666666666666
7666,dle4b,0.3333333333333333
7667,ci2wi,5.333333333333333
7668,w5bed,1.0
7669,3fgql,1.3333333333333333
7670,rqmvs,15.333333333333334
7671,wlgj7,2.3333333333333335
7672,xuvxj,6.0
7673,rpmll,2.3333333333333335
7674,g7k9g,3.3333333333333335
7675,s8q4o,0.3333333333333333
7676,5j1ao,0.3333333333333333
7677,yj0cy,1.3333333333333333
7678,yqwz6,1.6666666666666667
7679,evyod,1.0
7680,82nhy,10.333333333333334
7681,2zg5h,7.0
7682,0j34r,2.3333333333333335
7683,6n4vx,0.3333333333333333
7684,xm2te,1.0
7685,xos0i,2.3333333333333335
7686,g0853,7.333333333333333
7687,6m66p,6.0
7688,v4d0z,4.0
7689,3ham5,0.6666666666666666
7690,946wk,0.3333333333333333
7691,iubvq,0.6666666666666666
7692,rfurf,17.333333333333332
7693,fafcy,0.6666666666666666
7694,o1yjp,16.0
7695,k6b3h,7.0
7696,o12uq,0.6666666666666666
7697,shn6d,1.0
7698,eoc57,2.0
7699,esjjc,2.3333333333333335
7700,r9hu3,0.3333333333333333
7701,5dva5,0.6666666666666666
7702,4uppe,0.3333333333333333
7703,727h7,1.0
7704,j174b,2.0
7705,776ad,11.0
7706,fhngq,3.0
7707,un6x6,6.0
7708,o2iim,1.3333333333333333
7709,8cq06,1.6666666666666667
7710,11umc,1.0
7711,ci7b9,1.0
7712,osfgd,5.333333333333333
7713,p17pw,7.0
7714,9hvr1,4.666666666666667
7715,xs999,7.666666666666667
7716,mm49w,18.0
7717,96wd9,3.0
7718,limuw,2.6666666666666665
7719,yuj8z,5.0
7720,xj984,2.6666666666666665
7721,nq1j8,1.0
7722,ljboi,0.6666666666666666
7723,kwk3w,33.0
7724,geiyr,16.0
7725,k1ir2,1.6666666666666667
7726,jyahg,10.666666666666666
7727,8lh9v,1.6666666666666667
7728,vw1xp,9.666666666666666
7729,5e59l,1.3333333333333333
7730,ttbug,1.0
7731,mw8ic,3.0
7732,ujyre,0.6666666666666666
7733,403fj,3.3333333333333335
7734,hwyht,3.6666666666666665
7735,0h2xu,1.3333333333333333
7736,bspt2,1.6666666666666667
7737,hiwv4,7.666666666666667
7738,cahli,2.3333333333333335
7739,c0tp3,0.3333333333333333
7740,hz7fz,2.6666666666666665
7741,79mbk,3.3333333333333335
7742,asdgo,10.0
7743,6g3b1,0.3333333333333333
7744,l1e2h,25.666666666666668
7745,ntp53,0.6666666666666666
7746,akp45,23.666666666666668
7747,akfm7,4.333333333333333
7748,ts210,5.666666666666667
7749,wawt2,8.333333333333334
7750,9cbcc,0.3333333333333333
7751,cg9gt,5.333333333333333
7752,dx1aw,4.333333333333333
7753,hvikh,3.3333333333333335
7754,fnuq7,3.6666666666666665
7755,qvay5,16.0
7756,sqnp5,0.6666666666666666
7757,i7ny6,4.0
7758,erohm,0.3333333333333333
7759,at9zh,12.666666666666666
7760,s1lj4,3.3333333333333335
7761,gl1rx,5.333333333333333
7762,qkwvg,2.6666666666666665
7763,jofuo,11.666666666666666
7764,ar3o8,13.0
7765,33csq,8.333333333333334
7766,zqkr0,0.3333333333333333
7767,50r3p,1.3333333333333333
7768,4obb1,0.6666666666666666
7769,f14cf,23.0
7770,3j1z0,0.6666666666666666
7771,f7abm,0.6666666666666666
7772,oh8xm,5.0
7773,yzhx7,3.0
7774,vn71g,0.6666666666666666
7775,1ok55,2.0
7776,89xye,60.666666666666664
7777,1hfwk,3.6666666666666665
7778,o35tz,1.6666666666666667
7779,wcaun,29.333333333333332
7780,pnsti,2.6666666666666665
7781,0v4lj,22.666666666666668
7782,w3nyr,0.3333333333333333
7783,vk6yt,2.0
7784,w8dq5,2.3333333333333335
7785,o2sp9,0.3333333333333333
7786,o39je,13.0
7787,jlg03,2.3333333333333335
7788,by36k,2.0
7789,ftwi3,3.6666666666666665
7790,hfd1n,34.666666666666664
7791,mqu3t,7.666666666666667
7792,h941f,7.0
7793,vpt9v,2.0
7794,kosv2,1.3333333333333333
7795,74uth,3.6666666666666665
7796,ei4o3,6.333333333333333
7797,gqt3p,29.333333333333332
7798,il7sd,53.666666666666664
7799,57co5,51.0
7800,xeel9,1.0
7801,a3i00,3.0
7802,skxcp,0.3333333333333333
7803,gbinn,1.6666666666666667
7804,x4kw1,1.0
7805,spqmu,6.333333333333333
7806,23gtq,6.333333333333333
7807,8qtjg,25.666666666666668
7808,5nn1v,1.3333333333333333
7809,ko7qq,1.0
7810,2njya,0.6666666666666666
7811,rp76w,155.66666666666666
7812,qib0q,2.3333333333333335
7813,namdz,2.0
7814,12arr,3.3333333333333335
7815,qx0xl,1.0
7816,rw000,0.3333333333333333
7817,cmqbv,5.666666666666667
7818,wx1bv,0.3333333333333333
